Runs; Iterations;Problem;ants;BestSequence;RouteDistance;Time;
18;15;6;2048;0;0.00000;47.88503; 
19;15;6;2048;0;0.00000;47.91636; 
20;15;6;2048;0;0.00000;47.90935; 
21;15;6;2048;0;0.00000;48.07976; 
22;15;6;2048;0;0.00000;47.64663; 
23;15;6;2048;0;0.00000;47.94812; 
24;15;6;2048;0;0.00000;47.97043; 
25;15;6;2048;0;0.00000;47.74928; 
26;15;6;2048;0;0.00000;47.90207; 
27;15;6;2048;0;0.00000;47.70966; 
28;15;6;2048;0;0.00000;48.04571; 
29;15;6;2048;0;0.00000;47.97951; 
30;15;6;2048;0;0.00000;48.02575; 
1;15;6;4096;0;0.00000;83.86256; 
2;15;6;4096;0;0.00000;83.89350; 
3;15;6;4096;0;0.00000;83.76744; 
4;15;6;4096;0;0.00000;83.94641; 
5;15;6;4096;0;0.00000;84.05104; 
6;15;6;4096;0;0.00000;84.12642; 
7;15;6;4096;0;0.00000;83.78723; 
8;15;6;4096;0;0.00000;83.13669; 
9;15;6;4096;0;0.00000;83.98401; 
10;15;6;4096;0;0.00000;84.07821; 
11;15;6;4096;0;0.00000;84.00832; 
12;15;6;4096;0;0.00000;84.20296; 
13;15;6;4096;0;0.00000;83.93506; 
14;15;6;4096;0;0.00000;84.37956; 
15;15;6;4096;0;0.00000;83.83848; 
16;15;6;4096;0;0.00000;84.20163; 
17;15;6;4096;0;0.00000;84.41123; 
18;15;6;4096;0;0.00000;84.11020; 
19;15;6;4096;0;0.00000;83.87997; 
20;15;6;4096;0;0.00000;83.43958; 
21;15;6;4096;0;0.00000;83.79985; 
22;15;6;4096;0;0.00000;83.65796; 
23;15;6;4096;0;0.00000;83.78598; 
24;15;6;4096;0;0.00000;83.93806; 
25;15;6;4096;0;0.00000;83.25465; 
26;15;6;4096;0;0.00000;83.92688; 
27;15;6;4096;0;0.00000;84.27822; 
28;15;6;4096;0;0.00000;83.65369; 
29;15;6;4096;0;0.00000;83.53110; 
30;15;6;4096;0;0.00000;83.51216; 
1;15;6;8192;0;0.00000;133.77210; 
2;15;6;8192;0;0.00000;133.63819; 
3;15;6;8192;0;0.00000;124.89644; 
4;15;6;8192;0;0.00000;133.64796; 
5;15;6;8192;0;0.00000;133.29977; 
6;15;6;8192;0;0.00000;133.59324; 
7;15;6;8192;0;0.00000;114.83941; 
8;15;6;8192;0;0.00000;133.70065; 
9;15;6;8192;0;0.00000;123.78085; 
10;15;6;8192;0;0.00000;133.64795; 
